Jugador;Bruto Semanal;Bruto Anual;Bonus;Expiración;Años Restantes;Remanente Bruto;Cláusula De Rescisión
Gianluca Scamacca;114,04 €;€ 5,930,000;;Jun 30, 2027;3;€ 17,790,000;
Raoul Bellanova;64,04 €;€ 3,330,000;;Jun 30, 2029;5;€ 16,650,000;
Charles De Ketelaere;61,73 €;€ 3,210,000;;Jun 30, 2027;3;€ 9,630,000;
Mateo Retegui;54,23 €;€ 2,820,000;;Jun 30, 2028;4;€ 11,280,000;
Juan Cuadrado;53,46 €;€ 2,780,000;;Jun 30, 2025;1;€ 2,780,000;
Éderson;49,23 €;€ 2,560,000;;Jun 30, 2027;3;€ 7,680,000;
Sead Kolasinac;49,23 €;€ 2,560,000;;Jun 30, 2025;1;€ 2,560,000;
Ademola Lookman;44,42 €;€ 2,310,000;;Jun 30, 2026;2;€ 4,620,000;
Daniel Maldini;39,23 €;€ 2,040,000;740,000 €;Jun 30, 2029;5;€ 10,200,000;
Lazar Samardžić;36,92 €;€ 1,920,000;;Jun 30, 2025;1;€ 1,920,000;
Rui Patrício;36,92 €;€ 1,920,000;;Jun 30, 2025;1;€ 1,920,000;
Odilon Kossounou;35,58 €;€ 1,850,000;;Jun 30, 2025;1;€ 1,850,000;
Mario Pasalic;35,58 €;€ 1,850,000;;Jun 30, 2025;1;€ 1,850,000;
Rafael Tolói;35,58 €;€ 1,850,000;;Jun 30, 2025;1;€ 1,850,000;
Marco Brescianini;35,58 €;€ 1,850,000;;Jun 30, 2025;1;€ 1,850,000;
Marten de Roon;35,58 €;€ 1,850,000;;Jun 30, 2026;2;€ 3,700,000;
Isak Hien;32,12 €;€ 1,670,000;;Jun 30, 2028;4;€ 6,680,000;
Davide Zappacosta;32,12 €;€ 1,670,000;;Jun 30, 2025;1;€ 1,670,000;
Berat Djimsiti;28,46 €;€ 1,480,000;;Jun 30, 2026;2;€ 2,960,000;
Stefan Posch;19,23 €;€ 1,000,000;;Jun 30, 2025;1;€ 1,000,000;
Ibrahim Sulemana;17,89 €;930,000 €;;Jun 30, 2028;4;€ 3,720,000;
Matteo Ruggeri;17,89 €;930,000 €;;Jun 30, 2028;4;€ 3,720,000;
Giorgio Scalvini;10,77 €;560,000 €;;Jun 30, 2028;4;€ 2,240,000;
Marco Palestra;4,23 €;220,000 €;;Jun 30, 2025;1;220,00 €;
Marco Carnesecchi;3,65 €;190,000 €;;Jun 30, 2026;2;380,00 €;
Francesco Rossi;3,65 €;190,000 €;;Jun 30, 2025;1;190,00 €;
El Bilal Touré;;;;Jun 30, 2027;3;;