Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,Gls..1,Ast,G+A.1,G-TP.1,G+A-TP,Partidos,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,GC,GC90,DaPC,Salvadas,% Salvadas,PG,PE,PP,PaC,PaC%,PD,PD,PD,PD,PC,% Salvadas_penales,Mn/PJ,% min,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,link
Berke Özer,trTUR,PO,24-340,31,31,"2,744",30.5,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Partidos,0,0,,0.00,0.00,,,,39.0,1.24,147.0,111.0,75.5,13.0,8.0,11.0,10.0,31.3,3.0,3.0,3.0,3.0,0.0,0.0,89,95.4,89,31,0,,0,1.47,48,39,+9,+0.29,+0.95,0,0,9,0,0,2,1,,,/es/jugadores/0743d0ec/Berke-Ozer
Luccas Claro,brBRA,DF,33-210,31,30,"2,701",30.0,1,0,1,1,0,0,7,0,0.03,0.00,0.03,0.03,0.03,Partidos,9,3,33.3,0.29,0.10,0.11,0.33,,,,,,,,,,,,,,,,,,87,94.0,89,30,1,34,0,1.47,45,40,+5,+0.16,-1.35,0,34,30,1,3,41,22,,,/es/jugadores/3cacc0ec/Luccas-Claro
Robin Yalçın,deGER,DF,31-095,29,29,"2,580",28.7,1,1,2,1,0,0,10,1,0.03,0.03,0.07,0.03,0.07,Partidos,11,6,54.5,0.37,0.20,0.09,0.17,,,,,,,,,,,,,,,,,,89,89.9,89,27,0,,0,1.60,45,35,+10,+0.34,+0.94,1,20,20,1,4,25,31,,,/es/jugadores/829ae874/Robin-Yalcin
Mame Baba Thiam,snSEN,DL,32-203,29,29,"2,542",28.2,14,2,16,13,1,3,7,0,0.50,0.07,0.57,0.46,0.53,Partidos,71,37,52.1,2.43,1.27,0.18,0.35,,,,,,,,,,,,,,,,,,88,88.6,88,20,0,,0,1.57,45,37,+8,+0.27,+0.27,0,42,20,29,18,13,13,,,/es/jugadores/ec304819/Mame-Baba-Thiam
Melih Kabasakal,,"CC,DF",29-071,28,28,"2,400",26.7,0,2,2,0,0,0,7,0,0.00,0.07,0.07,0.00,0.07,Partidos,9,1,11.1,0.33,0.04,0.00,0.00,,,,,,,,,,,,,,,,,,86,83.8,86,23,0,,0,1.55,40,30,+10,+0.36,+0.74,0,38,21,1,22,53,54,,,/es/jugadores/853101c2/Melih-Kabasakal
Emre Akbaba,trTUR,CC,32-208,32,26,"2,083",23.1,7,2,9,4,3,3,3,0,0.30,0.09,0.39,0.17,0.26,Partidos,45,18,40.0,1.93,0.77,0.09,0.22,,,,,,,,,,,,,,,,,,64,70.6,75,3,7,21,0,1.52,35,21,+14,+0.60,+1.22,0,22,41,10,62,14,32,,,/es/jugadores/7230b807/Emre-Akbaba
Prince Obeng Ampem,ghGHA,CC,27-017,25,21,"1,800",20.0,3,0,3,3,0,0,5,0,0.15,0.00,0.15,0.15,0.15,Partidos,29,9,31.0,1.38,0.43,0.10,0.33,,,,,,,,,,,,,,,,,,73,63.6,82,12,4,20,3,1.35,27,26,+1,+0.05,-0.54,0,17,39,4,22,14,17,,,/es/jugadores/751e378c/Prince-Obeng-Ampem
Umut Meraş,trTUR,DF,29-131,27,18,"1,594",17.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Partidos,11,3,27.3,0.60,0.16,0.00,0.00,,,,,,,,,,,,,,,,,,59,55.2,79,12,10,22,2,1.61,29,21,+8,+0.44,+0.44,0,20,11,0,32,37,22,,,/es/jugadores/c8112d1e/Umut-Meras
Ahmed Kutucu,trTUR,CC,25-060,18,18,"1,463",16.3,8,6,14,8,0,0,6,0,0.49,0.37,0.86,0.49,0.86,Partidos,55,20,36.4,3.38,1.23,0.15,0.40,,,,,,,,,,,,,,,,,,81,49.3,81,5,0,,0,1.78,29,15,+14,+0.86,+1.22,0,38,22,5,18,12,18,,,/es/jugadores/beda9675/Ahmed-Kutucu
Tayfur Bingöl,trTUR,"CC,DF",32-109,25,17,"1,498",16.6,5,1,6,5,0,0,3,1,0.30,0.06,0.36,0.30,0.36,Partidos,18,9,50.0,1.03,0.51,0.28,0.56,,,,,,,,,,,,,,,,,,61,53.0,80,4,8,17,4,1.50,29,20,+9,+0.51,+0.58,1,27,12,3,16,12,26,,,/es/jugadores/ad163246/Tayfur-Bingol
Rúben Vezo,ptPOR,DF,31-005,22,16,"1,508",16.8,0,1,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Partidos,6,0,0.0,0.35,0.00,0.00,,,,,,,,,,,,,,,,,,,68,52.3,82,12,6,27,5,1.43,24,24,0,0.00,-0.51,0,25,20,1,15,21,23,,,/es/jugadores/c67cd65c/Ruben-Vezo
Caner Erkin,trTUR,DF,36-208,22,15,"1,299",14.4,0,5,5,0,0,0,6,1,0.00,0.35,0.35,0.00,0.35,Partidos,9,4,44.4,0.60,0.26,0.00,0.00,,,,,,,,,,,,,,,,,,59,45.8,75,7,7,24,4,1.30,28,21,+7,+0.46,+0.41,0,13,9,1,134,21,6,,,/es/jugadores/15b6e8d7/Caner-Erkin
Halil Akbunar,trTUR,CC,31-172,27,11,"1,125",12.5,3,2,5,3,0,0,3,0,0.24,0.16,0.40,0.24,0.40,Partidos,15,7,46.7,1.15,0.54,0.20,0.43,,,,,,,,,,,,,,,,,,42,39.4,69,1,16,22,4,1.64,20,19,+1,+0.08,-0.27,0,24,15,3,22,6,22,,,/es/jugadores/88e9f529/Halil-Akbunar
Yalçın Kayan,trTUR,CC,26-090,14,10,932,10.4,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Partidos,8,1,12.5,0.72,0.09,0.00,0.00,,,,,,,,,,,,,,,,,,66,33.5,80,6,4,28,0,1.33,12,19,-7,-0.63,-1.32,0,19,13,1,19,8,16,,,/es/jugadores/c9cc1e5b/Yalcin-Kayan
Emre Mor,trTUR,CC,27-280,15,10,903,10.0,1,4,5,1,0,0,6,0,0.10,0.40,0.50,0.10,0.50,Partidos,18,5,27.8,1.74,0.48,0.06,0.20,,,,,,,,,,,,,,,,,,58,31.3,79,3,6,23,2,1.31,9,14,-5,-0.48,-1.06,0,6,18,1,41,3,8,,,/es/jugadores/0c3f7197/Emre-Mor
Fredrik Midtsjø,noNOR,CC,31-262,9,9,768,8.5,0,2,2,0,0,0,3,0,0.00,0.23,0.23,0.00,0.23,Partidos,1,0,0.0,0.12,0.00,0.00,,,,,,,,,,,,,,,,,,,85,25.9,85,6,0,,0,1.67,12,8,+4,+0.47,+0.31,0,13,8,0,8,5,10,,,/es/jugadores/7b57c56a/Fredrik-Midtsjo
Leo Dubois,frFRA,DF,30-228,10,9,753,8.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,1,1,100.0,0.12,0.12,0.00,0.00,,,,,,,,,,,,,,,,,,75,25.4,80,5,1,31,3,1.50,11,10,+1,+0.12,-0.16,0,7,6,0,19,7,9,,,/es/jugadores/ff0ab48c/Leo-Dubois
Samuel Sáiz,esESP,"CC,DL",34-098,16,7,723,8.0,3,1,4,3,0,0,3,0,0.37,0.12,0.50,0.37,0.50,Partidos,11,9,81.8,1.37,1.12,0.27,0.33,,,,,,,,,,,,,,,,,,45,24.3,71,0,9,25,2,1.63,13,8,+5,+0.62,+0.50,0,3,17,0,9,2,4,,,/es/jugadores/13e0eb29/Samuel-Saiz
Dorukhan Toköz,trTUR,"DF,CC",28-344,17,4,461,5.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Partidos,3,1,33.3,0.59,0.20,0.00,0.00,,,,,,,,,,,,,,,,,,27,15.5,79,2,13,11,12,1.71,5,9,-4,-0.78,-1.21,0,8,3,0,0,9,6,,,/es/jugadores/c9bdb329/Dorukhan-Tokoz
Gianni Bruno,beBEL,"CC,DL",33-254,13,4,371,4.1,1,1,2,1,0,0,0,0,0.24,0.24,0.49,0.24,0.49,Partidos,12,6,50.0,2.91,1.46,0.08,0.17,,,,,,,,,,,,,,,,,,29,12.5,67,0,9,11,5,1.54,5,6,-1,-0.24,-0.55,0,3,6,3,1,3,1,,,/es/jugadores/6f919f5a/Gianni-Bruno
,Tiempo Jugado,Rendimiento,Por 90 Minutos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jugador,País,Posc,Edad,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,Gls.,Ast,G+A,G-TP,G+A-TP,Partidos,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,,,,,,,,,,,,,,,,,Mn/PJ,% min,Mn/arranque,Compl,Sup,Mn/Sust,Partidos como sustituto,PPP,onG,onGA,+/-,+/-90,Dentro-Fuera,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,
Ilter Tashkin,azAZE,CC,30-299,6,3,298,3.3,0,1,1,0,0,0,2,0,0.00,0.30,0.30,0.00,0.30,Partidos,2,0,0.0,0.60,0.00,0.00,,,,,,,,,,,,,,,,,,,50,10.0,78,0,3,21,3,1.83,6,4,+2,+0.60,+0.40,0,10,3,0,0,1,1,,,/es/jugadores/5eea0a9e/Ilter-Tashkin
Umut Bozok,trTUR,"CC,DL",28-223,11,2,358,4.0,2,1,3,2,0,0,1,0,0.50,0.25,0.75,0.50,0.75,Partidos,11,5,45.5,2.56,1.17,0.18,0.40,,,,,,,,,,,,,,,,,,32,13.0,90,2,10,21,0,0.92,8,9,-1,-0.23,-0.55,0,9,11,0,0,2,4,,,/es/jugadores/6e2c94ad/Umut-Bozok
Jonjo Shelvey,engENG,CC,33-062,6,2,204,2.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Partidos,1,0,0.0,0.44,0.00,0.00,,,,,,,,,,,,,,,,,,,34,6.9,65,0,4,19,2,1.33,3,4,-1,-0.44,-0.73,0,0,3,0,5,2,2,,,/es/jugadores/3727dd3c/Jonjo-Shelvey
Muhammed Birkan Tetik,,PO,29-193,2,1,136,1.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0,0,,0.00,0.00,,,,2.0,1.32,5.0,3.0,60.0,1.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,,68,4.6,90,1,1,46,31,1.50,1,2,-1,-0.66,-0.95,0,0,1,0,0,0,0,,,/es/jugadores/79ccee4b/Muhammed-Birkan-Tetik
Taras Stepanenko,uaUKR,CC,35-265,4,1,114,1.3,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Partidos,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,29,3.8,58,0,3,19,2,0.75,2,1,+1,+0.79,+0.57,0,6,0,0,0,1,0,,,/es/jugadores/ee3519f5/Taras-Stepanenko
Recep Niyaz,trTUR,CC,29-271,1,1,35,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,35,1.2,35,0,0,,4,1.00,0,0,0,0.00,-0.25,0,0,1,0,0,0,0,,,/es/jugadores/9a2b8732/Recep-Niyaz
Anastasios Chatzigiovannis,grGRE,"DL,CC",27-334,6,0,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,1,0,0.0,1.00,0.00,0.00,,,,,,,,,,,,,,,,,,,15,3.0,,0,6,15,4,1.50,1,2,-1,-1.00,-1.28,0,1,2,2,2,2,0,,,/es/jugadores/137e78cc/Anastasios-Chatzigiovannis
Hamza Akman,trTUR,CC,20-215,7,0,56,0.6,0,1,1,0,0,0,0,0,0.00,1.61,1.61,0.00,1.61,Partidos,1,1,100.0,1.61,1.61,0.00,0.00,,,,,,,,,,,,,,,,,,8,1.9,,0,7,8,7,2.29,2,1,+1,+1.61,+1.39,0,1,5,0,2,0,1,,,/es/jugadores/7d7b0a55/Hamza-Akman
Hüseyin Maldar,,DL,18-094,6,0,53,0.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Partidos,2,0,0.0,1.84,0.00,0.00,,,,,,,,,,,,,,,,,,,14,3.3,,0,7,14,15,1.43,2,5,-3,-2.76,-3.10,0,1,2,0,4,0,0,,,/es/jugadores/2712b42f/Huseyin-Maldar
Tugay Kaçar,trTUR,DF,31-119,3,0,32,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,11,1.1,,0,3,11,1,2.33,2,0,+2,+5.63,+5.44,0,0,0,0,0,1,3,,,/es/jugadores/b2ef038c/Tugay-Kacar
Svit Sešlar,siSVN,CC,23-111,2,0,22,0.2,0,1,1,0,0,0,1,0,0.00,4.09,4.09,0.00,4.09,Partidos,2,0,0.0,8.18,0.00,0.00,,,,,,,,,,,,,,,,,,,11,0.7,,0,2,11,2,2.00,1,0,+1,+4.09,+3.88,0,2,2,0,1,0,1,,,/es/jugadores/db23db2e/Svit-Seslar
Sinan Gümüş,,"DL,CC",31-105,3,0,15,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Partidos,0,0,,0.00,0.00,,,,,,,,,,,,,,,,,,,,5,0.5,,0,3,5,10,2.33,0,0,0,0.00,-0.24,0,0,1,0,0,1,0,,,/es/jugadores/ac1f056e/Sinan-Gumus
Çinar Arbay,,PO,17-244,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,/es/jugadores/c2e5db5c/Cinar-Arbay
Erdem Çalık,,CC,18-329,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,6,,,,,,,,,,,,,,,,/es/jugadores/f1bfdf6c/Erdem-Calik
Süleyman Emre,,DF,19-119,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,/es/jugadores/1b9f8fce/Suleyman-Emre
Erdem Gökçe,,DF,21-253,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,13,,,,,,,,,,,,,,,,/es/jugadores/1e80b490/Erdem-Gokce
Sercan Kaya,,CC,20-010,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,/es/jugadores/1c1a7b7e/Sercan-Kaya
Cengiz Köseer,trTUR,PO,22-119,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,15,,,,,,,,,,,,,,,,/es/jugadores/8e0d13fb/Cengiz-Koseer
Efecan Mirzaoğlu,,DF,18-302,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,/es/jugadores/190e6a3f/Efecan-Mirzaoglu
Fethi Özer,,DF,28-208,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,/es/jugadores/6c9f932d/Fethi-Ozer
Batuhan Uzgul,,DF,19-038,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,5,,,,,,,,,,,,,,,,/es/jugadores/4aa193d3/Batuhan-Uzgul
Arda Yavuz,,DF,18-345,0,0,,,,,,,,,,,,,,,,Partidos,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,1,,,,,,,,,,,,,,,,/es/jugadores/5022b2c8/Arda-Yavuz
